customer_tweet_id,customer_text,brand_response,customer_created_at,response_created_at
1409691,#HighSierra converts a super laptop in a two times a day crashing piece of shit… @115858 https://t.co/nNZmVLB7ts,@447663 We'd like to help out. Follow up with us in DM. Tell us more details of what you're experiencing there. https://t.co/GDrqU22YpT,Wed Nov 01 22:34:45 +0000 2017,Wed Nov 01 23:11:25 +0000 2017
2908041,"@AppleSupport Hi, thanks. Yes, I have received an email confirming the request and that it’s ready for recovery. I follow the steps, enter my security info and enter the code sent via text msg. It then says info on how to recover the account will be texted to me but I don’t receive anything.",@805162 Thanks for the additional info. Let's take a closer look into this in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT,Wed Nov 29 13:50:15 +0000 2017,Wed Nov 29 15:58:33 +0000 2017
447404,@AppleSupport I was under impression eu law says electronic goods must be covered for 2 years?,@167333 Let's take a closer look into service options together in DM. Send us a message with the country you're located in. https://t.co/GDrqU22YpT,Thu Nov 30 19:44:34 +0000 2017,Thu Nov 30 20:02:00 +0000 2017
2835753,How tf my phone die in 9 mins @AppleSupport https://t.co/yyBg1ZJOME,@789320 We want your battery to last considerably longer than that. Let us know what iOS you're running in a DM and we'll find out what's going on with you. https://t.co/GDrqU22YpT,Mon Nov 27 13:30:00 +0000 2017,Mon Nov 27 15:10:30 +0000 2017
1830368,@549264 Huh. I called @117735. No help. I’ll try @AppleSupport,@549263 We'd love to look at what's going on with your iPad. Let us know in a DM what you've already gone through with your carrier. https://t.co/GDrqU22YpT,Tue Oct 17 16:27:53 +0000 2017,Tue Oct 17 17:00:23 +0000 2017
858896,@AppleSupport  why is my iPhone 6S which is 6 months old going from 100% to 10% battery in 3 hours whilst only listening to music on ios11??,@323923 We want your battery to work as expected. Send us a DM and we'll see what we can do to help. https://t.co/GDrqU22YpT,Fri Oct 13 10:24:26 +0000 2017,Fri Oct 13 14:11:00 +0000 2017
1007643,"@AppleSupport Yes, I can.",@355838 Got it. We're going to need to dig deeper than we can do in 140 characters. Can you please join us in DM? https://t.co/GDrqU22YpT,Sat Oct 14 14:42:39 +0000 2017,Sat Oct 14 15:36:00 +0000 2017
2230716,@AppleSupport iphone 6 with 11.0.3 running.,@650960 Got it. Move to DM with us and we'll take a closer look. https://t.co/GDrqU22YpT,Thu Oct 19 16:36:16 +0000 2017,Thu Oct 19 17:14:01 +0000 2017
1974116,"@AppleSupport the problem is still exist. 
#ridiculous",@539364 Thanks for letting us know. Let's look into this together. Join us in DM with more details about the battery drain. https://t.co/GDrqU22YpT,Wed Nov 01 13:39:58 +0000 2017,Wed Nov 01 13:49:28 +0000 2017
87082,@AppleSupport Now this is popping up and my macintosh hd disk is no longer an option. This happened after I was downloading the new Mac OS Sierra. https://t.co/3uUwqn0PFg,"@135062 To make sure we're on the same page, where is Macintosh HD no longer showing? If you open up Disk Utility, do you see it listed on the left of that window?",Thu Nov 30 18:41:17 +0000 2017,Thu Nov 30 18:53:30 +0000 2017
1689417,No @AppleSupport needs to fix this shit https://t.co/wdFM30WQ2h,@512949 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Mon Nov 06 17:43:16 +0000 2017,Mon Nov 06 20:23:00 +0000 2017
63225,I️ just updated my phone again and still can’t text  I️ @AppleSupport,"@130507 We can help. What is the current iOS version you have installed? Let us know more in DM, please. https://t.co/GDrqU22YpT",Wed Nov 01 21:01:47 +0000 2017,Wed Nov 01 21:45:01 +0000 2017
1474122,@AppleSupport The biggest issue I am having at the moment is my phone freezing and being kicked out of apps. Specifically Snapchat at the moment,@462197 Do you know if all the apps including Snapchat are up-to-date on the iPhone? Let us know in DM to proceed. https://t.co/GDrqU22YpT,Mon Oct 16 20:47:19 +0000 2017,Mon Oct 16 20:53:30 +0000 2017
1794929,@115858 @116333 @123857 why is FaceTime Audio the most broken iPhone feature. Had an iPhone for 10yrs. This feature is always glitchy...,"@539368 Hey there, Scott! FaceTime Audio should be clearer than any other call! Hop into our DM and let us know which phone you have. https://t.co/GDrqU22YpT",Thu Oct 12 12:25:07 +0000 2017,Thu Oct 12 12:34:28 +0000 2017
1670137,@AppleSupport why doesn’t @1122 work with music part of control centre or show up on my lock screen since latest update?,@508441 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Tue Oct 17 15:34:17 +0000 2017,Tue Oct 17 15:40:00 +0000 2017
202465,"@AppleSupport I see the option.  It plays the song at full blast 100% of the time.  Version 11.0.2, just upgraded.  Had the same awful result w/ 11.0.1.",@163865 Got it. Thanks for confirming. Let's meet in DM to continue working on this. https://t.co/GDrqU22YpT,Wed Oct 04 22:39:21 +0000 2017,Wed Oct 04 23:02:53 +0000 2017
1764449,@AppleSupport That query is sorted. But have found I have a problem sending mail from my iPhone 7 since upgrading to 11.1  will this be sorted soon? I use it a lot..,@530777 We can look into the Mail app with you more. Send us a DM with more details on what is happening when you try to send a message. https://t.co/GDrqU22YpT,Wed Nov 08 19:44:27 +0000 2017,Wed Nov 08 20:16:27 +0000 2017
1408421,@AppleSupport WHY EVERY TIME DEKID TYPE (i) THIS HAPPENS. I️,"@447356 Let us know via DM which device you are having this issue on, then we can help out with it from there. https://t.co/GDrqU22YpT",Wed Nov 01 22:04:05 +0000 2017,Wed Nov 01 22:36:29 +0000 2017
1746856,@AppleSupport how do I get rid of this on my lock screen? Been stuck on there for weeks https://t.co/owoDTgKwaE,@526630 We'll be happy to assist as best we can. What version of iOS are you currently running? Are you seeing this 100% of the time?,Tue Nov 07 09:32:58 +0000 2017,Tue Nov 07 15:37:00 +0000 2017
1774191,@533197 My phone never glitched until the new iPhone came out @115858,@533196 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 00:43:27 +0000 2017,Wed Nov 08 03:57:28 +0000 2017
433060,@AppleSupport iPhone 6+,@217996 Which iOS 11 version number do you have installed? Tried any steps so far?,Tue Oct 10 16:53:04 +0000 2017,Tue Oct 10 17:51:28 +0000 2017
408473,So @AppleSupport your High Sierra OS upgrade has bricked my MacBook Pro. Can't even find the start-up disk or restore back-up.,@212371 We're happy to help out. Let's meet in DM to go over what you have tried and steps to move forward. https://t.co/GDrqU22YpT,Mon Oct 09 21:46:37 +0000 2017,Mon Oct 09 22:32:00 +0000 2017
2773226,@115858 I switched mobile phone network last Thursday. My apple phone was locked. 5 days on still locked. Does this make me want to purchase another Apple product? No. Poor service.,@775108 We know how important it is to have a working phone. Can you provide us with the details of your phone being locked? We'll take it from there.,Tue Nov 21 08:25:42 +0000 2017,Tue Nov 21 14:10:00 +0000 2017
556983,@AppleSupport Updated prior. Turned all my notifications off. Had no problem. Just turned them back on and it shut down. Turned them all off again. Still shutting down.,@250055 We'd like to take a look at your settings a bit closer. Please reach out to us here so we can continue: https://t.co/IBIY3vMgPj,Sun Dec 03 04:47:49 +0000 2017,Sun Dec 03 13:29:32 +0000 2017
762533,Yo @115858 your latest update is killing my battery... was working great with previous IOS,@127032 We'd like to look into this. DM us and we'll work from there. https://t.co/GDrqU22YpT,Wed Oct 11 20:38:33 +0000 2017,Wed Oct 11 20:49:31 +0000 2017
1470870,@184078 @AppleSupport Pcq si c’est pour faire le 123 comme y’a 10 ans j’achète un 3310 et un forfait @27534,@461416 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Thu Nov 02 23:30:38 +0000 2017,Fri Nov 03 00:46:36 +0000 2017
1650104,This I️ glitch with iPhone is getting on my last nerve 😐😐 @115858 fix it please,@504014  Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Sun Nov 05 20:41:33 +0000 2017,Sun Nov 05 23:25:00 +0000 2017
1215568,Hey @115858 why has my iPhone been working like crap since I did a software upgrade last week?,@405235 We'd like to help. Tell us more about what's going on to continue. https://t.co/GDrqU22YpT,Wed Oct 25 16:35:02 +0000 2017,Wed Oct 25 17:05:45 +0000 2017
2496375,@AppleSupport 3.2 gigs to 5.7 gigs. Baffling...,"@712421 Let us know via DM which device this is on, then we can help look in to this from there. https://t.co/GDrqU22YpT",Mon Oct 30 01:40:06 +0000 2017,Mon Oct 30 01:48:00 +0000 2017
123124,Hey @123765 and @115858 why is Twitter app unusable on iOS without losing my podcast/music I’m alreaDy listening to? This only started today and it’s way annoying.,"@143499 We'd like to know more to assist. Which iOS are you currently using? Also, we'd like to clarify do your podcasts and music stop playback when opening the Twitter app? Let us know the details and we'll continue.",Fri Nov 24 00:24:02 +0000 2017,Fri Nov 24 00:32:29 +0000 2017
34620,"When searching fot ""GOT"" Apple TV app shows Cmore but not @1561 Nordic, even tho I only have HBO installed. @AppleSupport",@123503 Let's get you in touch with our Apple TV experts so they can assist further. Reach out here: https://t.co/IBIY3vMgPj,Wed Nov 01 09:27:07 +0000 2017,Wed Nov 01 13:26:00 +0000 2017
480595,@AppleSupport Tried to re-download Instagram and was told I need billing information. Typed in my information exactly and it told me my information was wrong. Please fix this ASAP.,@229215 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Fri Dec 01 04:30:37 +0000 2017,Fri Dec 01 13:30:32 +0000 2017
1778420,(I️) A? is messed up on the 📱 right now! 🍎Please fix soon!!🙏🏿 @115858,@534336 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 00:15:47 +0000 2017,Wed Nov 08 00:52:30 +0000 2017
813342,@AppleSupport info sent,@313811 Thanks! We'll continue our conversation there.,Thu Oct 12 19:56:59 +0000 2017,Thu Oct 12 20:05:00 +0000 2017
1482354,@AppleSupport your update fucked up my phone. I want a refund😑,@464190 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Fri Nov 03 01:41:30 +0000 2017,Fri Nov 03 02:28:00 +0000 2017
1895409,@AppleSupport All I want to do is sign into the @118721 store but it says my Apple ID hasn’t been used with the store before and won’t sign,@564951 Thanks for reaching out. Are you able to sign in to our website? https://t.co/ggVDoc1mU7 Let us know via a DM. https://t.co/GDrqU22YpT,Tue Oct 24 03:52:32 +0000 2017,Tue Oct 24 12:37:07 +0000 2017
1091262,@AppleSupport They just contact me,@377474 We want to help.  Send us a DM to let us know which country you are located in. https://t.co/GDrqU22YpT,Fri Oct 13 19:52:10 +0000 2017,Fri Oct 13 19:57:00 +0000 2017
1414825,"@AppleSupport 2) iOS11 básicamente rompió hizo que mi TouchID falle 3-4 veces al día, llegando a hacer mini resets del móvil, parando música, podcasts...",@448798 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Sat Oct 28 19:45:12 +0000 2017,Sat Oct 28 20:11:28 +0000 2017
2555398,@AppleSupport My phone was running perfect before iOS 11.,"@725636 Thanks for the details. Did you update right from iOS 10 to iOS 11.1.1? If not, did you notice the slowness on earlier versions of iOS 11? 

Additionally, what country are you located in? Let us know in DM. https://t.co/GDrqU22YpT",Thu Nov 16 16:38:26 +0000 2017,Thu Nov 16 17:39:03 +0000 2017
44608,@AppleSupport And i cant fix it i had to turn off auto correct and check spelling,@125900 Let's get this figured out. Which iOS is installed? Please DM us. https://t.co/GDrqU22YpT,Wed Nov 01 15:46:17 +0000 2017,Wed Nov 01 16:20:26 +0000 2017
1449186,Same. Help @115858 pls https://t.co/T0Xq4bc2Fr,@447923 Let's check this out together. Follow us to DM and we'll take a closer look. https://t.co/GDrqU22YpT,Thu Nov 02 15:17:49 +0000 2017,Thu Nov 02 16:52:32 +0000 2017
2028671,"@AppleSupport It doesn't shut it off completely though, when I'm listening to music on the go it randomly turns on and im not even close to touching home",@599920 Let's take a closer look together. Please DM us and we can go from there. https://t.co/GDrqU22YpT,Thu Oct 19 01:04:52 +0000 2017,Thu Oct 19 01:17:35 +0000 2017
1134255,Dammit @115858 would you please give ppl the option to turn the annoying screenshot off! Pretty please! Thank you 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,@387255 We always accept feedback to help improve our products! Please visit our Feedback page: https://t.co/oWzjJxkvlC,Sat Oct 14 17:21:15 +0000 2017,Sat Oct 14 17:56:27 +0000 2017
2352114,"Oye @115858 @AppleSupport el
Fin de semana tome varias selfies con el #IphoneX y no se guardaban en ninguna carpeta !? Que sucede ?",@679740 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Mon Nov 13 17:20:56 +0000 2017,Mon Nov 13 18:21:28 +0000 2017
983003,@AppleSupport this battery drain is insane! From 100 to 17% overnight. Really?! #ios1103 #batterydrain,@353051 Send us a DM and we'll have a closer look at this together. https://t.co/GDrqU22YpT,Sun Oct 22 09:43:24 +0000 2017,Sun Oct 22 14:40:37 +0000 2017
1792853,@116333 2/n have purchased 2 Mac books  in  Last 3 yrs n both are in trash now .. one just crashed today within a month of purchase.,"@538501 We'd love to see how we can assist. To begin, please DM us details about what you're experiencing with your Mac. https://t.co/GDrqU22YpT",Thu Oct 12 02:09:23 +0000 2017,Thu Oct 12 02:20:00 +0000 2017
1918099,Hey @AppleSupport your update has rendered my phone useless!,"@571257 That's not the experience we want for you, and we're here to help. DM us what's going on, and we'll get started. https://t.co/GDrqU22YpT",Thu Oct 26 04:07:46 +0000 2017,Thu Oct 26 12:31:32 +0000 2017
2955428,"@AppleSupport I can put in English ;)
What’s wrong with #Apple music ?? Can’t seem to even activate it. Screen remains blank.","@815839 We're happy to look into this with you. Do other apps, such as the App Store or iTunes Store load properly?",Wed Nov 29 18:48:21 +0000 2017,Wed Nov 29 18:58:00 +0000 2017
2711883,"New Mac… shift key already sticking, so frustrating @AppleSupport",@761387 Congratulations on your new Mac. Let's find out what's causing the shift key to not respond quickly. Please meet us in a DM and share a few details: https://t.co/GDrqU22YpT,Mon Nov 20 02:33:08 +0000 2017,Mon Nov 20 02:39:31 +0000 2017
2261807,"@AppleSupport Restaura por favor, eu nunca te pedi nada!!! https://t.co/pXX6lZ7J5M","@658511 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Thu Oct 19 17:44:53 +0000 2017,Thu Oct 19 18:06:00 +0000 2017
2981930,@115858 my phone has been so fucked up since the upgrade and it’s so slow I can’t fucking stand it 🖕🏻 but I hate android too much to switch 🙄,"@822441 Having your iPhone running smoothly is what we want for you, so let's get to it. Which model do you have and is iOS 11.1.2 the version installed on it?

Any steps tried so far and which country are you located within? DM us here: https://t.co/GDrqU22YpT",Mon Nov 20 02:45:02 +0000 2017,Mon Nov 20 02:53:52 +0000 2017
686846,@AppleSupport I updated my 5s to 11.1.2 now it shut downs on its own and gets stuck at apple logo loop.  Tried restoring with compatible firmwares but still has the same problem. What do I do?,"@283998 Issues after updates are never fun, but we're here to help get that sorted out with you. Just to be clear, you've tried the steps here: https://t.co/8MvHMFZ83h and your iPhone is still stuck on the Apple logo when it boots?",Thu Nov 23 05:20:56 +0000 2017,Thu Nov 23 13:55:55 +0000 2017
2862171,@115858 what is up with my battery draining since new update? I never had an issue before! Ever! #unhappyapplefan #rottenapple,@795098 We'd like to help find the best solution because having the battery life last is greatly important. DM us which device you are using and we'll help. https://t.co/GDrqU22YpT,Mon Nov 27 22:51:35 +0000 2017,Mon Nov 27 23:01:00 +0000 2017
1522667,@AppleSupport 😡,@473156 Go ahead and send us a DM with more details. We will go from there. https://t.co/GDrqU22YpT,Fri Nov 03 15:57:10 +0000 2017,Fri Nov 03 21:12:33 +0000 2017
407101,@AppleSupport @115858 come on my 6s is mad slow now that I updated and it also says no internet when I’m clearly connected.such trash #iOS11,"@212031 Let's work together &amp; check this out. In Settings &gt; General &gt; About, are you on 11.0.2?",Mon Oct 09 20:50:40 +0000 2017,Mon Oct 09 21:44:26 +0000 2017
184432,"@AppleSupport either i can’t do maths or my iphone is seriously messed up! 

why is a 1 minute 44 seconds voice recording not sending on messenger? 

it is not longer than 180 seconds long and it’s nowhere near 180 seconds!! https://t.co/z7o07GSQif",@159409 Let's look at this closer. What software version are you running?,Fri Nov 10 18:15:53 +0000 2017,Fri Nov 10 20:58:28 +0000 2017
215364,Hey @115858 your new update has killed my phone if it’s battery life. Come on.,@167171 We want to help. Which iOS version is your device currently running? You can locate this under Settings &gt; General &gt; About.,Thu Oct 05 00:37:03 +0000 2017,Thu Oct 05 01:30:32 +0000 2017
2718240,@AppleSupport when can we expect a fix for iOS 11.0.1? Phone somehow snoozed my alarm twice and never went off. Had to call into work late.,@762881 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Tue Oct 03 12:36:33 +0000 2017,Tue Oct 03 14:47:32 +0000 2017
1755168,Lol what’s the fix @AppleSupport,@528591 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 16:14:51 +0000 2017,Tue Nov 07 19:18:00 +0000 2017
304443,@AppleSupport Is there a rough rough estimate on how much replacing+installing new iphone6s battery would cost at an Apple store?,@188702 You can check out service costs here: https://t.co/HKf1ErZuaH,Fri Oct 06 20:13:16 +0000 2017,Fri Oct 06 22:57:32 +0000 2017
646918,Bro this iPhone 7 wildinnnn wtf is wrong with my phone @115858,@273657 We'd love to help you with what's going on. Can you tell us more about your iPhone's behavior?,Wed Nov 22 18:20:36 +0000 2017,Wed Nov 22 18:38:00 +0000 2017
2835760,Facetime authentication error on mac after updating to MacOS High Seirra. Need a solution for this @AppleSupport . Tried everything,@789321 We'll do all we can to assist with this FaceTime issue. Can you give us the exact text of the error message you're getting and tell us what steps you've taken so we don't ask you to repeat anything?,Mon Nov 27 13:14:56 +0000 2017,Mon Nov 27 15:10:00 +0000 2017
2347646,@AppleSupport updated my phone and I still get the question marks 😤,@678703 We are here to help. Is this when you are typing or post from others? Let's meet up in DM to continue. https://t.co/GDrqU22YpT,Mon Nov 13 15:29:46 +0000 2017,Mon Nov 13 16:36:52 +0000 2017
2378074,Using a loaner #iPhone from work (my 6’s battery died and waiting for my X to ship) and noticed iOS 11 is using 10gb of a 16gb phone. Anyone else have this problem? cc @119462 @123857 @116333 #apple #tech https://t.co/odc5FMvLQR,"@685825 Hey there, thanks for reaching out. Take a look at this article regarding this: https://t.co/GHSbdb0Gux

DM us any quetions you have, we are here to help. https://t.co/GDrqU22YpT",Sun Dec 03 14:35:42 +0000 2017,Sun Dec 03 14:46:25 +0000 2017
2372253,Okay if this I️ shit could stop that would be much appreciated @115858,@684429 Let's look into this for you. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/ahjigcvFRG DM us if you run into any issues. https://t.co/GDrqU22YpT,Tue Nov 14 00:53:50 +0000 2017,Tue Nov 14 00:58:25 +0000 2017
2554031,@AppleSupport I lost date for that day only!,@725346 Thanks. DM us if everything is working as expected now and we'll look into this further with you there. https://t.co/GDrqU22YpT,Thu Nov 16 17:24:50 +0000 2017,Thu Nov 16 18:32:00 +0000 2017
889186,@AppleSupport Waiting for next update!!,@331102 Thanks for confirming that you're seeing it twice. We can work on this issue with you but would definitely want to get you back on the latest iOS version so we can properly isolate the issue. DM us if you're interested in doing that and we'll work with you there. https://t.co/GDrqU22YpT,Sat Nov 25 15:56:41 +0000 2017,Sat Nov 25 16:06:00 +0000 2017
2286749,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",@384159 Fantastic! Thanks for keeping us posted. Feel free to reach out if any questions come up.,Sun Nov 12 04:58:19 +0000 2017,Sun Nov 12 14:10:27 +0000 2017
56982,"@AppleSupport I don’t like the screen shot update. When I do a screen shot I simply want it saved to my phone, not all this extra editing. 👎","@128906 We'd like to help. You can tap on ""Done"" to immediately save a screenshot without edits: https://t.co/rv9TRgCtbC",Wed Nov 01 19:18:16 +0000 2017,Wed Nov 01 19:49:00 +0000 2017
2035830,My iPhone is all kinds of fucked up @115858 better get their shit together,"@601886 We'd like to see how we can help with your iPhone. To get started, send us a DM with what's going on. We'll meet you there. https://t.co/GDrqU22YpT",Tue Nov 07 16:55:30 +0000 2017,Tue Nov 07 19:37:00 +0000 2017
2903715,@AppleSupport usaram minha conta do apo store pra baixar um app em outro celular sem ser o meu! Tem como eu apagar esse app pelo meu cel?,"@378852 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Tue Nov 28 18:57:04 +0000 2017,Tue Nov 28 19:04:37 +0000 2017
1099682,@AppleSupport  you charged me an extra fee for my Spotify Account. I’d like a refund and for Apple to cancel the subscription.,@192465 We'd be glad to get you pointed in the right direction for help. Reach out to our iTunes Store team: https://t.co/SDIe7UiyJN,Mon Oct 23 22:20:07 +0000 2017,Mon Oct 23 22:34:56 +0000 2017
2736445,How i got an 8+ and still see then stupid ass boxes come on bruh @115858 @AppleSupport,@766829 We want your keyboard working for you; we'll do all we can to help. Let us know in DM what iOS version is installed on your device. We'll continue from there. https://t.co/GDrqU22YpT,Mon Nov 20 19:52:05 +0000 2017,Mon Nov 20 20:03:00 +0000 2017
1735984,@524128 @AppleSupport I️ wanna know the same thing😭,@525629 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 05:26:58 +0000 2017,Tue Nov 07 14:21:51 +0000 2017
1773248,@AppleSupport fix the got dam I️ glitch or I’m switching to android,@532949 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 23:59:18 +0000 2017,Wed Nov 08 02:31:00 +0000 2017
2572066,"it’s been a week, when is it going to get in order @115858 @AppleSupport https://t.co/SwKxoxqvkq","@322608 We'd love to help! Did you receive an email previously, letting you know your pre-order was available to download? If so, did you follow those steps to download the complete pre-order? Here's a guide on that: https://t.co/df4pj0iEqO",Thu Nov 16 18:47:36 +0000 2017,Thu Nov 16 19:55:32 +0000 2017
233955,@AppleSupport the price shown is 690 but was on offer for under 300 Taking a screenshot accidently bought it.refund. email support is high https://t.co/XbdpIG3kPx,"@171704 For further assistance with this issue, we'd recommend reaching out to our experts here: https://t.co/SDIe7UiyJN",Thu Oct 05 03:46:04 +0000 2017,Thu Oct 05 12:37:00 +0000 2017
2950973,@AppleSupport yeah sounds play from other videos &amp; notifications. i’m using itunes 12.7.1.14 on a macbook pro touch bar,@814893 Thank you. We’d like to look into this further with you.  Please send us a DM confirming if the issue persists after restarting your MacBook. https://t.co/GDrqU22YpT,Wed Nov 29 17:23:51 +0000 2017,Wed Nov 29 17:50:33 +0000 2017
557899,@AppleSupport At times My iPhone 7 gets really hot when I am browsing and then starts draining the batt at full swing. Kindly advise.,"@250316 Let's help get this resolved. To start, are you using Safari to browse the web? Next, does the behavior only occur when browsing or does it happen elsewhere?

Lastly, what version of iOS are you currently running under Settings &gt; General &gt; About?",Sat Dec 02 20:18:24 +0000 2017,Sat Dec 02 21:22:30 +0000 2017
2038162,@AppleSupport Hey I was wondering what could possibly fix my IPhone 6 from randomly shutting off. Just started happening about a week ago.,@602646 We'd be happy to look into this with you. Which country are you located in? Can you please reply in DM? https://t.co/GDrqU22YpT,Thu Oct 05 02:11:29 +0000 2017,Thu Oct 05 03:09:26 +0000 2017
1930903,Is there a bug on you latest update? Super short battery life and the phone keeps lagging @AppleSupport,@335887 Thanks for reaching out to us. Please send us a DM with more details about your issue and we can go from there. https://t.co/GDrqU22YpT,Sat Oct 28 11:57:53 +0000 2017,Sat Oct 28 14:34:00 +0000 2017
